run,blackbox,model,learner,rules,coverage,seed,model_number,specificity_without,precision_without,recall_without,time_without,and_without,or_without,predicates_without,specificity_with,precision_with,recall_with,time_with,and_with,or_with,predicates_with,time_influential
1,bank,rfc,4,tree,0.6,23456789,2,0.959,0.444,0.352,1.324,1,0,2,0.903,0.384,0.643,1.336,2,2,5,1.27
1,bank,rfc,4,tree,0.6,34567890,3,0.964,0.468,0.325,1.186,1,0,2,0.903,0.391,0.631,1.198,2,2,5,1.133
1,bank,rfc,4,tree,0.6,45678901,4,0.981,0.495,0.192,1.179,1,0,2,0.903,0.391,0.643,1.203,3,3,7,1.145
1,bank,rfc,4,tree,0.6,56789012,5,0.959,0.442,0.333,1.391,1,0,2,0.894,0.385,0.682,1.419,3,3,7,1.346
1,bank,rfc,5,bayesian,0.3,12345678,1,0.959,0.429,0.309,265.13,1,0,2,0.959,0.429,0.309,265.131,1,0,2,0.957
1,bank,rfc,5,bayesian,0.3,23456789,2,0.966,0.453,0.299,278.615,1,0,2,0.901,0.355,0.577,492.058,2,2,5,0.967
1,bank,rfc,5,bayesian,0.3,34567890,3,0.969,0.46,0.273,218.666,1,0,2,0.95,0.429,0.383,448.625,2,1,4,0.981
1,bank,rfc,5,bayesian,0.3,45678901,4,0.976,0.442,0.194,275.163,1,0,2,0.901,0.33,0.502,545.289,2,2,5,0.965
1,bank,rfc,5,bayesian,0.3,56789012,5,0.931,0.388,0.447,187.838,1,0,2,0.931,0.388,0.447,187.839,1,0,2,0.966
1,bank,rfc,5,bayesian,0.4,12345678,1,0.959,0.429,0.309,264.356,1,0,2,0.921,0.403,0.528,515.82,2,2,5,0.953
1,bank,rfc,5,bayesian,0.4,23456789,2,0.966,0.453,0.299,271.27,1,0,2,0.901,0.355,0.577,471.426,2,2,5,0.966
1,bank,rfc,5,bayesian,0.4,34567890,3,0.969,0.46,0.273,218.231,1,0,2,0.874,0.352,0.694,682.983,3,3,7,0.983
1,bank,rfc,5,bayesian,0.4,45678901,4,0.976,0.442,0.194,283.244,1,0,2,0.901,0.33,0.502,556.245,2,2,5,0.966
1,bank,rfc,5,bayesian,0.4,56789012,5,0.931,0.388,0.447,197.864,1,0,2,0.931,0.388,0.447,197.866,1,0,2,0.967
1,bank,rfc,5,bayesian,0.5,12345678,1,0.959,0.429,0.309,265.122,1,0,2,0.921,0.403,0.528,518.978,2,2,5,0.959
1,bank,rfc,5,bayesian,0.5,23456789,2,0.966,0.453,0.299,271.353,1,0,2,0.901,0.355,0.577,476.368,2,2,5,0.962
1,bank,rfc,5,bayesian,0.5,34567890,3,0.969,0.46,0.273,214.521,1,0,2,0.874,0.352,0.694,680.807,3,3,7,0.979
1,bank,rfc,5,bayesian,0.5,45678901,4,0.976,0.442,0.194,276.767,1,0,2,0.901,0.33,0.502,546.37,2,2,5,0.968
1,bank,rfc,5,bayesian,0.5,56789012,5,0.931,0.388,0.447,192.956,1,0,2,0.866,0.344,0.72,469.026,2,3,6,0.968
1,bank,rfc,5,bayesian,0.6,12345678,1,0.959,0.429,0.309,269.192,1,0,2,0.9,0.384,0.619,1048.398,4,5,10,0.956
1,bank,rfc,5,bayesian,0.6,23456789,2,0.966,0.453,0.299,277.251,1,0,2,0.885,0.336,0.62,698.754,3,5,9,0.965
1,bank,rfc,5,bayesian,0.6,34567890,3,0.969,0.46,0.273,216.932,1,0,2,0.874,0.352,0.694,689.893,3,3,7,0.979
1,bank,rfc,5,bayesian,0.6,45678901,4,0.976,0.442,0.194,283.856,1,0,2,0.874,0.343,0.679,809.449,3,3,7,0.966
1,bank,rfc,5,bayesian,0.6,56789012,5,0.931,0.388,0.447,195.549,1,0,2,0.866,0.344,0.72,471.139,2,3,6,0.965
1,bank,rfc,5,bayesian,0.7,12345678,1,0.959,0.429,0.309,272.82,1,0,2,0.856,0.333,0.716,1537.435,6,9,16,0.958
1,bank,rfc,5,bayesian,0.7,23456789,2,0.966,0.453,0.299,271.362,1,0,2,0.734,0.222,0.806,984.368,4,7,12,0.964
1,bank,rfc,5,bayesian,0.7,34567890,3,0.969,0.46,0.273,220.715,1,0,2,0.867,0.352,0.736,929.572,4,4,9,0.98
1,bank,rfc,5,bayesian,0.7,45678901,4,0.976,0.442,0.194,283.494,1,0,2,0.866,0.34,0.714,1064.452,4,4,9,0.978
1,bank,rfc,5,bayesian,0.7,56789012,5,0.931,0.388,0.447,197.579,1,0,2,0.866,0.344,0.72,472.107,2,3,6,0.966
1,bank,rfc,5,bayesian,0.8,12345678,1,0.959,0.429,0.309,277.879,1,0,2,0.813,0.305,0.819,2205.317,9,15,25,0.959
1,bank,rfc,5,bayesian,0.8,23456789,2,0.966,0.453,0.299,269.94,1,0,2,0.734,0.222,0.806,972.512,4,7,12,0.96
1,bank,rfc,5,bayesian,0.8,34567890,3,0.969,0.46,0.273,226.595,1,0,2,0.833,0.327,0.826,1430.382,6,6,13,0.983
1,bank,rfc,5,bayesian,0.8,45678901,4,0.976,0.442,0.194,274.913,1,0,2,0.824,0.308,0.808,1835.378,7,8,16,0.965
1,bank,rfc,5,bayesian,0.8,56789012,5,0.931,0.388,0.447,189.166,1,0,2,0.777,0.273,0.855,1473.723,6,12,19,0.965
1,bank,rfc,5,induction,0.3,12345678,1,0.94,0.387,0.376,38.506,0,0,1,0.94,0.387,0.376,163.894,0,1,2,1.049
1,bank,rfc,5,induction,0.3,23456789,2,0.941,0.399,0.414,44.967,0,0,1,0.941,0.399,0.414,193.223,0,1,2,1.058
1,bank,rfc,5,induction,0.3,34567890,3,0.945,0.43,0.423,35.143,0,0,1,0.945,0.43,0.423,196.887,0,1,2,1.008
1,bank,rfc,5,induction,0.3,45678901,4,0.943,0.406,0.401,43.308,0,0,1,0.943,0.406,0.401,200.915,0,1,2,1.339
1,bank,rfc,5,induction,0.3,56789012,5,0.944,0.412,0.404,36.759,0,0,1,0.944,0.412,0.404,206.252,0,1,2,0.992
1,bank,rfc,5,induction,0.4,12345678,1,0.847,0.273,0.571,38.717,0,0,1,0.87,0.343,0.677,165.137,0,2,3,1.158
1,bank,rfc,5,induction,0.4,23456789,2,0.941,0.399,0.414,36.102,0,0,1,0.941,0.399,0.414,155.83,0,1,2,1.071
1,bank,rfc,5,induction,0.4,34567890,3,0.945,0.43,0.423,36.341,0,0,1,0.945,0.43,0.423,208.167,0,1,2,1.194
1,bank,rfc,5,induction,0.4,45678901,4,0.943,0.406,0.401,38.669,0,0,1,0.943,0.406,0.401,166.259,0,1,2,0.994
1,bank,rfc,5,induction,0.4,56789012,5,0.944,0.412,0.404,42.866,0,0,1,0.944,0.412,0.404,207.616,0,1,2,1.368
1,bank,rfc,5,induction,0.5,12345678,1,0.847,0.273,0.571,47.634,0,0,1,0.87,0.343,0.677,166.858,0,2,3,1.341
1,bank,rfc,5,induction,0.5,23456789,2,0.849,0.261,0.568,38.726,0,0,1,0.866,0.334,0.714,157.592,0,2,3,1.044
1,bank,rfc,5,induction,0.5,34567890,3,0.945,0.43,0.423,37.525,0,0,1,0.87,0.355,0.727,209.166,0,2,3,1.385
1,bank,rfc,5,induction,0.5,45678901,4,0.85,0.274,0.584,47.763,0,0,1,0.869,0.337,0.685,167.133,0,2,3,1.358
1,bank,rfc,5,induction,0.5,56789012,5,0.944,0.412,0.404,36.459,0,0,1,0.869,0.345,0.705,203.523,0,2,3,1.333
1,bank,rfc,5,induction,0.6,12345678,1,0.94,0.387,0.376,39.664,0,0,1,0.87,0.343,0.677,191.604,0,3,4,0.982
1,bank,rfc,5,induction,0.6,23456789,2,0.941,0.399,0.414,40.694,0,0,1,0.866,0.334,0.714,166.22,0,2,3,1.323
1,bank,rfc,5,induction,0.6,34567890,3,0.945,0.43,0.423,40.938,0,0,1,0.87,0.355,0.727,197.636,0,2,3,1.378
1,bank,rfc,5,induction,0.6,45678901,4,0.943,0.406,0.401,43.663,0,0,1,0.869,0.337,0.685,202.296,0,3,4,1.378
1,bank,rfc,5,induction,0.6,56789012,5,0.944,0.412,0.404,37.96,0,0,1,0.869,0.345,0.705,260.435,0,3,4,0.981
1,bank,rfc,5,induction,0.7,12345678,1,0.94,0.387,0.376,38.433,0,0,1,0.787,0.278,0.819,202.855,0,2,3,1.02
1,bank,rfc,5,induction,0.7,23456789,2,0.941,0.399,0.414,35.905,0,0,1,0.866,0.334,0.714,193.405,0,3,4,1.053
1,bank,rfc,5,induction,0.7,34567890,3,0.945,0.43,0.423,39.33,0,0,1,0.87,0.355,0.727,285.293,0,3,4,1.36
1,bank,rfc,5,induction,0.7,45678901,4,0.943,0.406,0.401,45.431,0,0,1,0.786,0.272,0.826,201.701,0,2,3,1.036
1,bank,rfc,5,induction,0.7,56789012,5,0.944,0.412,0.404,63.188,0,0,1,0.869,0.345,0.705,339.674,0,3,4,1.353
1,bank,rfc,5,induction,0.8,12345678,1,0.94,0.387,0.376,45.222,0,0,1,0.787,0.278,0.819,270.622,0,3,4,1.346
1,bank,rfc,5,induction,0.8,23456789,2,0.941,0.399,0.414,59.744,0,0,1,0.781,0.264,0.833,250.49,0,2,3,1.382
1,bank,rfc,5,induction,0.8,34567890,3,0.945,0.43,0.423,55.142,0,0,1,0.67,0.214,0.915,320.619,0,4,5,1.092
1,bank,rfc,5,induction,0.8,45678901,4,0.943,0.406,0.401,48.765,0,0,1,0.786,0.272,0.826,241.371,0,3,4,1.353
1,bank,rfc,5,induction,0.8,56789012,5,0.944,0.412,0.404,39.411,0,0,1,0.672,0.213,0.907,318.778,0,4,5,1.343
1,bank,rfc,5,islearn,0.3,12345678,1,0.905,0.29,0.385,974.529,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.975
1,bank,rfc,5,islearn,0.3,23456789,2,0.936,0.323,0.321,1027.756,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.348
1,bank,rfc,5,islearn,0.3,34567890,3,0.936,0.315,0.3,947.601,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.367
1,bank,rfc,5,islearn,0.3,45678901,4,0.932,0.306,0.31,952.809,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.369
1,bank,rfc,5,islearn,0.3,56789012,5,0.936,0.341,0.336,932.573,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.018
1,bank,rfc,5,islearn,0.4,12345678,1,0.9,0.286,0.401,1003.365,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.176
1,bank,rfc,5,islearn,0.4,23456789,2,0.885,0.249,0.404,926.843,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.347
1,bank,rfc,5,islearn,0.4,34567890,3,0.831,0.19,0.405,870.468,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.412
1,bank,rfc,5,islearn,0.4,45678901,4,0.838,0.195,0.405,948.698,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.064
1,bank,rfc,5,islearn,0.4,56789012,5,0.82,0.205,0.473,951.198,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.032
1,bank,rfc,5,islearn,0.5,12345678,1,0.854,0.265,0.523,901.026,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.023
1,bank,rfc,5,islearn,0.5,23456789,2,0.852,0.243,0.506,887.328,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.383
1,bank,rfc,5,islearn,0.5,34567890,3,0.792,0.201,0.533,789.498,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.026
1,bank,rfc,5,islearn,0.5,45678901,4,0.798,0.2,0.522,849.001,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.048
1,bank,rfc,5,islearn,0.5,56789012,5,0.802,0.199,0.504,875.653,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.995
1,bank,rfc,5,islearn,0.6,12345678,1,0.78,0.216,0.603,815.661,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.365
1,bank,rfc,5,islearn,0.6,23456789,2,0.812,0.232,0.602,868.512,0,0,1,-1,-1,-1,-1.0,-1,-1,-1,1.126
1,bank,rfc,5,islearn,0.6,34567890,3,0.723,0.179,0.613,820.165,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.087
1,bank,rfc,5,islearn,0.6,45678901,4,0.762,0.197,0.603,904.723,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.343
1,bank,rfc,5,islearn,0.6,56789012,5,0.755,0.196,0.611,854.298,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.998
1,bank,rfc,5,islearn,0.7,12345678,1,0.658,0.171,0.7,903.091,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.367
1,bank,rfc,5,islearn,0.7,23456789,2,0.645,0.166,0.739,814.295,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.356
1,bank,rfc,5,islearn,0.7,34567890,3,0.708,0.192,0.703,799.848,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.267
1,bank,rfc,5,islearn,0.7,45678901,4,0.735,0.204,0.701,906.843,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.236
1,bank,rfc,5,islearn,0.7,56789012,5,0.653,0.168,0.709,855.276,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.34
1,bank,rfc,5,islearn,0.8,12345678,1,0.541,0.152,0.816,832.461,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.32
1,bank,rfc,5,islearn,0.8,23456789,2,0.614,0.164,0.803,750.421,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.357
1,bank,rfc,5,islearn,0.8,34567890,3,0.565,0.154,0.801,724.646,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.359
1,bank,rfc,5,islearn,0.8,45678901,4,0.572,0.155,0.811,819.986,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.36
1,bank,rfc,5,islearn,0.8,56789012,5,0.561,0.153,0.807,798.925,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.338
1,bank,rfc,5,tree,0.3,12345678,1,0.978,0.468,0.191,1.392,1,0,2,0.916,0.392,0.535,1.406,2,2,5,1.331
1,bank,rfc,5,tree,0.3,23456789,2,0.959,0.444,0.352,1.017,1,0,2,0.959,0.444,0.352,1.017,1,0,2,0.985
1,bank,rfc,5,tree,0.3,34567890,3,0.964,0.468,0.325,1.437,1,0,2,0.964,0.468,0.325,1.437,1,0,2,1.386
1,bank,rfc,5,tree,0.3,45678901,4,0.981,0.495,0.192,1.41,1,0,2,0.954,0.451,0.392,1.422,2,1,4,1.354
1,bank,rfc,5,tree,0.3,56789012,5,0.959,0.442,0.333,1.422,1,0,2,0.959,0.442,0.333,1.422,1,0,2,1.37
1,bank,rfc,5,tree,0.4,12345678,1,0.978,0.468,0.191,1.348,1,0,2,0.916,0.392,0.535,1.361,2,2,5,1.31
1,bank,rfc,5,tree,0.4,23456789,2,0.959,0.444,0.352,1.071,1,0,2,0.903,0.384,0.643,1.081,2,2,5,1.033
1,bank,rfc,5,tree,0.4,34567890,3,0.964,0.468,0.325,1.041,1,0,2,0.903,0.391,0.631,1.054,2,2,5,1.005
1,bank,rfc,5,tree,0.4,45678901,4,0.981,0.495,0.192,1.437,1,0,2,0.903,0.391,0.643,1.464,3,3,7,1.38
1,bank,rfc,5,tree,0.4,56789012,5,0.959,0.442,0.333,1.102,1,0,2,0.92,0.418,0.585,1.114,2,2,5,1.064
1,bank,rfc,5,tree,0.5,12345678,1,0.978,0.468,0.191,1.098,1,0,2,0.916,0.392,0.535,1.111,2,2,5,1.062
1,bank,rfc,5,tree,0.5,23456789,2,0.959,0.444,0.352,1.43,1,0,2,0.903,0.384,0.643,1.442,2,2,5,1.373
1,bank,rfc,5,tree,0.5,34567890,3,0.964,0.468,0.325,1.048,1,0,2,0.903,0.391,0.631,1.058,2,2,5,1.007
1,bank,rfc,5,tree,0.5,45678901,4,0.981,0.495,0.192,1.437,1,0,2,0.903,0.391,0.643,1.47,3,3,7,1.381
1,bank,rfc,5,tree,0.5,56789012,5,0.959,0.442,0.333,1.145,1,0,2,0.92,0.418,0.585,1.158,2,2,5,1.088
1,bank,rfc,5,tree,0.6,12345678,1,0.978,0.468,0.191,1.125,1,0,2,0.879,0.373,0.715,1.152,3,3,7,1.089
1,bank,rfc,5,tree,0.6,23456789,2,0.959,0.444,0.352,1.24,1,0,2,0.903,0.384,0.643,1.254,2,2,5,1.191
1,bank,rfc,5,tree,0.6,34567890,3,0.964,0.468,0.325,1.142,1,0,2,0.903,0.391,0.631,1.152,2,2,5,1.09
1,bank,rfc,5,tree,0.6,45678901,4,0.981,0.495,0.192,1.318,1,0,2,0.903,0.391,0.643,1.349,3,3,7,1.259
1,bank,rfc,5,tree,0.6,56789012,5,0.959,0.442,0.333,1.44,1,0,2,0.894,0.385,0.682,1.471,3,3,7,1.387
1,bank,rfc,5,tree,0.7,12345678,1,0.978,0.468,0.191,1.054,1,0,2,0.879,0.373,0.715,1.085,3,3,7,1.016
1,bank,rfc,5,tree,0.7,23456789,2,0.959,0.444,0.352,1.05,1,0,2,0.876,0.361,0.744,1.08,3,3,7,1.013
1,bank,rfc,5,tree,0.7,34567890,3,0.964,0.468,0.325,1.208,1,0,2,0.883,0.383,0.738,1.256,4,5,10,1.173
1,bank,rfc,5,tree,0.7,45678901,4,0.981,0.495,0.192,1.064,1,0,2,0.874,0.354,0.712,1.138,5,7,13,1.028
1,bank,rfc,5,tree,0.7,56789012,5,0.959,0.442,0.333,1.179,1,0,2,0.75,0.262,0.909,1.23,4,5,10,1.145
1,bank,rfc,5,tree,0.8,12345678,1,0.978,0.468,0.191,1.438,1,0,2,0.798,0.302,0.872,1.513,5,9,15,1.379
1,bank,rfc,5,tree,0.8,23456789,2,0.959,0.444,0.352,1.178,1,0,2,0.828,0.317,0.846,1.229,4,5,10,1.142
1,bank,rfc,5,tree,0.8,34567890,3,0.964,0.468,0.325,1.104,1,0,2,0.843,0.344,0.837,1.201,6,9,16,1.066
1,bank,rfc,5,tree,0.8,45678901,4,0.981,0.495,0.192,1.303,1,0,2,0.708,0.238,0.943,1.386,6,9,16,1.267
1,bank,rfc,5,tree,0.8,56789012,5,0.959,0.442,0.333,1.087,1,0,2,0.75,0.262,0.909,1.137,4,5,10,1.03
1,bank,rfc,6,bayesian,0.6,12345678,1,0.963,0.43,0.277,243.839,1,0,2,0.865,0.345,0.707,939.927,4,6,11,0.959
1,bank,rfc,6,bayesian,0.6,23456789,2,0.91,0.291,0.391,194.37,1,0,2,0.867,0.34,0.729,632.682,3,4,8,0.966
1,bank,rfc,6,bayesian,0.6,34567890,3,0.959,0.457,0.349,198.134,1,0,2,0.877,0.35,0.671,609.709,3,3,7,0.983
1,bank,rfc,6,bayesian,0.6,45678901,4,0.945,0.305,0.247,249.027,1,0,2,0.873,0.338,0.668,843.202,4,5,10,0.968
1,bank,rfc,6,bayesian,0.6,56789012,5,0.972,0.446,0.233,210.053,1,0,2,0.9,0.373,0.609,615.136,3,2,6,0.97
1,bank,rfc,6,induction,0.6,12345678,1,0.94,0.387,0.376,61.278,0,0,1,0.87,0.343,0.677,300.723,0,3,4,1.353
1,bank,rfc,6,induction,0.6,23456789,2,0.941,0.399,0.414,54.894,0,0,1,0.866,0.334,0.714,216.877,0,2,3,1.344
1,bank,rfc,6,induction,0.6,34567890,3,0.945,0.43,0.423,58.535,0,0,1,0.87,0.355,0.727,279.378,0,2,3,1.284
1,bank,rfc,6,induction,0.6,45678901,4,0.943,0.406,0.401,66.497,0,0,1,0.869,0.337,0.685,295.431,0,3,4,0.992
1,bank,rfc,6,induction,0.6,56789012,5,0.944,0.412,0.404,55.153,0,0,1,0.869,0.345,0.705,327.326,0,3,4,0.997
1,bank,rfc,6,islearn,0.6,12345678,1,0.78,0.216,0.603,1181.634,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,0.97
1,bank,rfc,6,islearn,0.6,23456789,2,0.812,0.232,0.602,1097.231,0,0,1,-1,-1,-1,-1.0,-1,-1,-1,0.987
1,bank,rfc,6,islearn,0.6,34567890,3,0.75,0.191,0.6,1202.111,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.131
1,bank,rfc,6,islearn,0.6,45678901,4,0.721,0.184,0.65,1164.798,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.374
1,bank,rfc,6,islearn,0.6,56789012,5,0.766,0.2,0.602,1188.223,1,0,2,-1,-1,-1,-1.0,-1,-1,-1,1.351
1,bank,rfc,6,tree,0.6,12345678,1,0.978,0.468,0.191,1.09,1,0,2,0.892,0.386,0.672,1.123,3,3,7,1.036
1,bank,rfc,6,tree,0.6,23456789,2,0.959,0.444,0.352,1.469,1,0,2,0.903,0.384,0.643,1.482,2,2,5,1.38
1,bank,rfc,6,tree,0.6,34567890,3,0.946,0.415,0.391,1.066,1,0,2,0.895,0.393,0.691,1.076,2,2,5,1.011
1,bank,rfc,6,tree,0.6,45678901,4,0.981,0.495,0.192,1.472,1,0,2,0.903,0.391,0.643,1.504,3,3,7,1.383
1,bank,rfc,6,tree,0.6,56789012,5,0.959,0.442,0.333,1.118,1,0,2,0.894,0.385,0.682,1.147,3,3,7,1.063
1,bugreport,rfc,0,bayesian,0.3,12345678,1,0.532,0.234,0.907,252.137,1,0,2,0.532,0.234,0.907,252.137,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.3,23456789,2,0.607,0.229,0.757,196.14,1,0,2,0.607,0.229,0.757,196.14,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.3,34567890,3,0.691,0.217,0.55,213.042,1,0,2,0.691,0.217,0.55,213.043,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.3,45678901,4,0.862,0.221,0.246,220.398,0,0,1,0.726,0.196,0.421,454.188,1,2,4,-1.0
1,bugreport,rfc,0,bayesian,0.3,56789012,5,0.882,0.195,0.188,208.788,1,0,2,0.775,0.185,0.335,435.5,2,1,4,-1.0
1,bugreport,rfc,0,bayesian,0.4,12345678,1,0.532,0.234,0.907,268.831,1,0,2,0.532,0.234,0.907,268.831,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.4,23456789,2,0.607,0.229,0.757,188.734,1,0,2,0.607,0.229,0.757,188.734,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.4,34567890,3,0.691,0.217,0.55,215.789,1,0,2,0.691,0.217,0.55,215.79,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.4,45678901,4,0.862,0.221,0.246,236.918,0,0,1,0.726,0.196,0.421,489.541,1,2,4,-1.0
1,bugreport,rfc,0,bayesian,0.4,56789012,5,0.882,0.195,0.188,214.722,1,0,2,0.698,0.181,0.44,637.807,3,3,7,-1.0
1,bugreport,rfc,0,bayesian,0.5,12345678,1,0.532,0.234,0.907,255.28,1,0,2,0.532,0.234,0.907,255.28,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.5,23456789,2,0.607,0.229,0.757,192.0,1,0,2,0.607,0.229,0.757,192.0,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.5,34567890,3,0.691,0.217,0.55,200.535,1,0,2,0.691,0.217,0.55,200.535,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.5,45678901,4,0.862,0.221,0.246,236.581,0,0,1,0.594,0.182,0.57,679.1,2,4,7,-1.0
1,bugreport,rfc,0,bayesian,0.5,56789012,5,0.882,0.195,0.188,209.667,1,0,2,0.551,0.173,0.618,1068.751,5,5,11,-1.0
1,bugreport,rfc,0,bayesian,0.6,12345678,1,0.532,0.234,0.907,281.822,1,0,2,0.532,0.234,0.907,281.822,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.6,23456789,2,0.607,0.229,0.757,198.175,1,0,2,0.607,0.229,0.757,198.175,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.6,34567890,3,0.691,0.217,0.55,202.615,1,0,2,0.599,0.207,0.674,582.77,3,3,7,-1.0
1,bugreport,rfc,0,bayesian,0.6,45678901,4,0.862,0.221,0.246,226.752,0,0,1,0.356,0.188,0.938,877.826,3,5,9,-1.0
1,bugreport,rfc,0,bayesian,0.6,56789012,5,0.882,0.195,0.188,209.308,1,0,2,0.551,0.173,0.618,1077.273,5,5,11,-1.0
1,bugreport,rfc,0,bayesian,0.7,12345678,1,0.532,0.234,0.907,265.242,1,0,2,0.532,0.234,0.907,265.242,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.7,23456789,2,0.607,0.229,0.757,185.073,1,0,2,0.607,0.229,0.757,185.073,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.7,34567890,3,0.691,0.217,0.55,197.926,1,0,2,0.423,0.197,0.912,985.01,4,5,10,-1.0
1,bugreport,rfc,0,bayesian,0.7,45678901,4,0.862,0.221,0.246,222.714,0,0,1,0.356,0.188,0.938,847.697,3,5,9,-1.0
1,bugreport,rfc,0,bayesian,0.7,56789012,5,0.882,0.195,0.188,214.731,1,0,2,0.233,0.149,0.88,1789.071,7,10,18,-1.0
1,bugreport,rfc,0,bayesian,0.8,12345678,1,0.532,0.234,0.907,252.571,1,0,2,0.532,0.234,0.907,252.571,1,0,2,-1.0
1,bugreport,rfc,0,bayesian,0.8,23456789,2,0.607,0.229,0.757,193.046,1,0,2,0.464,0.21,0.921,668.793,3,2,6,-1.0
1,bugreport,rfc,0,bayesian,0.8,34567890,3,0.691,0.217,0.55,219.713,1,0,2,0.423,0.197,0.912,1083.618,4,5,10,-1.0
1,bugreport,rfc,0,bayesian,0.8,45678901,4,0.862,0.221,0.246,235.898,0,0,1,0.356,0.188,0.938,927.6,3,5,9,-1.0
1,bugreport,rfc,0,bayesian,0.8,56789012,5,0.882,0.195,0.188,214.42,1,0,2,0.233,0.149,0.88,1792.906,7,10,18,-1.0
1,bugreport,rfc,0,induction,0.3,12345678,1,0.427,0.203,0.928,145.052,0,0,1,0.426,0.204,0.931,359.805,0,1,2,-1.0
1,bugreport,rfc,0,induction,0.3,23456789,2,0.622,0.226,0.717,123.774,0,0,1,0.618,0.228,0.729,349.527,0,1,2,-1.0
1,bugreport,rfc,0,induction,0.3,34567890,3,0.615,0.218,0.689,96.44,0,0,1,0.425,0.197,0.903,222.951,0,1,2,-1.0
1,bugreport,rfc,0,induction,0.3,45678901,4,0.996,0.471,0.024,174.656,0,0,1,0.62,0.236,0.736,578.872,0,1,2,-1.0
1,bugreport,rfc,0,induction,0.3,56789012,5,0.624,0.228,0.729,139.459,0,0,1,0.623,0.227,0.729,559.079,0,1,2,-1.0
1,bugreport,rfc,0,induction,0.4,12345678,1,0.427,0.203,0.928,116.15,0,0,1,0.426,0.204,0.931,268.093,0,1,2,-1.0
1,bugreport,rfc,0,induction,0.4,23456789,2,0.622,0.226,0.717,120.333,0,0,1,0.618,0.228,0.729,347.303,0,1,2,-1.0
1,bugreport,rfc,0,induction,0.4,34567890,3,0.615,0.218,0.689,104.63,0,0,1,0.425,0.197,0.903,237.039,0,1,2,-1.0
1,bugreport,rfc,0,induction,0.4,45678901,4,0.996,0.471,0.024,154.626,0,0,1,0.62,0.236,0.736,583.987,0,1,2,-1.0
1,bugreport,rfc,0,induction,0.4,56789012,5,0.624,0.228,0.729,140.686,0,0,1,0.623,0.227,0.729,482.339,0,1,2,-1.0
1,bugreport,rfc,0,induction,0.5,12345678,1,0.427,0.203,0.928,113.282,0,0,1,0.426,0.204,0.931,264.317,0,1,2,-1.0
1,bugreport,rfc,0,induction,0.5,23456789,2,0.622,0.226,0.717,157.826,0,0,1,0.618,0.228,0.729,347.448,0,1,2,-1.0
1,bugreport,rfc,0,induction,0.5,34567890,3,0.615,0.218,0.689,108.785,0,0,1,0.425,0.197,0.903,224.885,0,1,2,-1.0
1,bugreport,rfc,0,induction,0.5,45678901,4,0.996,0.471,0.024,143.372,0,0,1,0.62,0.236,0.736,534.403,0,1,2,-1.0
