blackbox,model,learner,rules,coverage,seed,model_number,time_without,time_with,specificity_without,precision_without,recall_without,and_without,or_without,predicates_without,specificity_with,precision_with,recall_with,and_with,or_with,predicates_with,time_influential,fscore_without,fscore_with
bank,rfc,4,bayesian,0.6,45678901,4,252.694,715.092,0.973,0.469,0.245,1,0,2,0.876,0.335,0.645,3,5,9,0.968,0.396,0.371
bank,rfc,4,bayesian,0.6,56789012,5,211.929,650.428,0.957,0.438,0.344,1,0,2,0.888,0.358,0.638,3,6,10,0.966,0.415,0.392
bank,rfc,4,induction,0.6,12345678,1,42.767,207.748,0.94,0.387,0.376,0,0,1,0.87,0.344,0.677,0,3,4,1.351,0.385,0.382
bank,rfc,4,induction,0.6,23456789,2,41.178,164.744,0.941,0.399,0.414,0,0,1,0.866,0.334,0.714,0,2,3,1.361,0.402,0.374
bank,rfc,4,induction,0.6,34567890,3,38.188,209.521,0.945,0.43,0.423,0,0,1,0.87,0.355,0.727,0,2,3,1.037,0.429,0.395
bank,rfc,4,induction,0.6,45678901,4,46.305,219.328,0.943,0.406,0.401,0,0,1,0.869,0.337,0.685,0,3,4,1.385,0.405,0.375
bank,rfc,4,induction,0.6,56789012,5,44.069,245.635,0.944,0.412,0.404,0,0,1,0.869,0.345,0.705,0,3,4,1.241,0.41,0.384
bank,rfc,4,islearn,0.6,12345678,1,647.976,-1.0,0.77,0.217,0.633,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.347,0.25,-1.0
bank,rfc,4,islearn,0.6,23456789,2,714.737,-1.0,0.812,0.232,0.602,0,0,1,-1.0,-1.0,-1.0,-1,-1,-1,1.369,0.265,-1.0
bank,rfc,4,islearn,0.6,34567890,3,650.177,-1.0,0.772,0.205,0.6,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.437,0.236,-1.0
bank,rfc,4,islearn,0.6,45678901,4,706.598,-1.0,0.825,0.25,0.601,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.13,0.283,-1.0
bank,rfc,4,islearn,0.6,56789012,5,722.917,-1.0,0.766,0.201,0.604,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.352,0.232,-1.0
bank,rfc,4,tree,0.6,12345678,1,1.159,1.186,0.978,0.468,0.191,1,0,2,0.879,0.373,0.715,3,3,7,1.334,0.363,0.412
bank,rfc,4,tree,0.6,23456789,2,1.19,1.202,0.959,0.444,0.352,1,0,2,0.903,0.384,0.643,2,2,5,1.27,0.422,0.418
bank,rfc,4,tree,0.6,34567890,3,1.193,1.204,0.964,0.468,0.325,1,0,2,0.903,0.391,0.631,2,2,5,1.133,0.43,0.423
bank,rfc,4,tree,0.6,45678901,4,1.107,1.131,0.981,0.495,0.192,1,0,2,0.903,0.391,0.643,3,3,7,1.145,0.376,0.424
bank,rfc,4,tree,0.6,56789012,5,1.256,1.283,0.959,0.442,0.333,1,0,2,0.894,0.385,0.682,3,3,7,1.346,0.415,0.422
bank,rfc,5,bayesian,0.3,12345678,1,251.163,251.163,0.959,0.429,0.309,1,0,2,0.959,0.429,0.309,1,0,2,0.957,0.398,0.398
bank,rfc,5,bayesian,0.3,23456789,2,248.616,439.218,0.966,0.453,0.299,1,0,2,0.901,0.355,0.577,2,2,5,0.967,0.411,0.385
bank,rfc,5,bayesian,0.3,34567890,3,206.681,423.669,0.969,0.46,0.273,1,0,2,0.95,0.429,0.383,2,1,4,0.981,0.405,0.419
bank,rfc,5,bayesian,0.3,45678901,4,260.353,525.306,0.976,0.442,0.194,1,0,2,0.901,0.33,0.502,2,2,5,0.965,0.352,0.354
bank,rfc,5,bayesian,0.3,56789012,5,183.402,183.402,0.931,0.388,0.447,1,0,2,0.931,0.388,0.447,1,0,2,0.966,0.399,0.399
bank,rfc,5,bayesian,0.4,12345678,1,252.282,485.784,0.959,0.429,0.309,1,0,2,0.921,0.403,0.528,2,2,5,0.953,0.398,0.423
bank,rfc,5,bayesian,0.4,23456789,2,249.575,440.181,0.966,0.453,0.299,1,0,2,0.901,0.355,0.577,2,2,5,0.966,0.411,0.385
bank,rfc,5,bayesian,0.4,34567890,3,212.114,664.224,0.969,0.46,0.273,1,0,2,0.874,0.352,0.694,3,3,7,0.983,0.405,0.39
bank,rfc,5,bayesian,0.4,45678901,4,254.988,507.604,0.976,0.442,0.194,1,0,2,0.901,0.33,0.502,2,2,5,0.966,0.352,0.354
bank,rfc,5,bayesian,0.4,56789012,5,180.221,180.222,0.931,0.388,0.447,1,0,2,0.931,0.388,0.447,1,0,2,0.967,0.399,0.399
bank,rfc,5,bayesian,0.5,12345678,1,243.694,477.089,0.959,0.429,0.309,1,0,2,0.921,0.403,0.528,2,2,5,0.959,0.398,0.423
bank,rfc,5,bayesian,0.5,23456789,2,257.605,449.845,0.966,0.453,0.299,1,0,2,0.901,0.355,0.577,2,2,5,0.962,0.411,0.385
bank,rfc,5,bayesian,0.5,34567890,3,202.327,645.305,0.969,0.46,0.273,1,0,2,0.874,0.352,0.694,3,3,7,0.979,0.405,0.39
bank,rfc,5,bayesian,0.5,45678901,4,259.51,514.05,0.976,0.442,0.194,1,0,2,0.901,0.33,0.502,2,2,5,0.968,0.352,0.354
bank,rfc,5,bayesian,0.5,56789012,5,186.226,433.877,0.931,0.388,0.447,1,0,2,0.866,0.344,0.72,2,3,6,0.968,0.399,0.384
bank,rfc,5,bayesian,0.6,12345678,1,247.612,973.482,0.959,0.429,0.309,1,0,2,0.9,0.384,0.619,4,5,10,0.956,0.398,0.416
bank,rfc,5,bayesian,0.6,23456789,2,258.22,663.175,0.966,0.453,0.299,1,0,2,0.885,0.336,0.62,3,5,9,0.965,0.411,0.37
bank,rfc,5,bayesian,0.6,34567890,3,199.278,633.757,0.969,0.46,0.273,1,0,2,0.874,0.352,0.694,3,3,7,0.979,0.405,0.39
bank,rfc,5,bayesian,0.6,45678901,4,262.751,763.327,0.976,0.442,0.194,1,0,2,0.874,0.343,0.679,3,3,7,0.966,0.352,0.381
bank,rfc,5,bayesian,0.6,56789012,5,182.079,437.611,0.931,0.388,0.447,1,0,2,0.866,0.344,0.72,2,3,6,0.965,0.399,0.384
bank,rfc,5,bayesian,0.7,12345678,1,256.374,1455.403,0.959,0.429,0.309,1,0,2,0.856,0.333,0.716,6,9,16,0.958,0.398,0.373
bank,rfc,5,bayesian,0.7,23456789,2,244.824,913.417,0.966,0.453,0.299,1,0,2,0.734,0.222,0.806,4,7,12,0.964,0.411,0.26
bank,rfc,5,bayesian,0.7,34567890,3,210.49,887.477,0.969,0.46,0.273,1,0,2,0.867,0.352,0.736,4,4,9,0.98,0.405,0.393
bank,rfc,5,bayesian,0.7,45678901,4,259.225,996.635,0.976,0.442,0.194,1,0,2,0.866,0.34,0.714,4,4,9,0.978,0.352,0.38
bank,rfc,5,bayesian,0.7,56789012,5,181.054,434.42,0.931,0.388,0.447,1,0,2,0.866,0.344,0.72,2,3,6,0.966,0.399,0.384
bank,rfc,5,bayesian,0.8,12345678,1,253.146,2097.111,0.959,0.429,0.309,1,0,2,0.813,0.305,0.819,9,15,25,0.959,0.398,0.349
bank,rfc,5,bayesian,0.8,23456789,2,253.751,940.437,0.966,0.453,0.299,1,0,2,0.734,0.222,0.806,4,7,12,0.96,0.411,0.26
bank,rfc,5,bayesian,0.8,34567890,3,201.378,1321.223,0.969,0.46,0.273,1,0,2,0.833,0.327,0.826,6,6,13,0.983,0.405,0.372
bank,rfc,5,bayesian,0.8,45678901,4,268.537,1787.128,0.976,0.442,0.194,1,0,2,0.824,0.308,0.808,7,8,16,0.965,0.352,0.352
bank,rfc,5,bayesian,0.8,56789012,5,185.55,1418.871,0.931,0.388,0.447,1,0,2,0.777,0.273,0.855,6,12,19,0.965,0.399,0.316
bank,rfc,5,induction,0.3,12345678,1,45.822,171.627,0.94,0.387,0.376,0,0,1,0.94,0.387,0.376,0,1,2,1.049,0.385,0.385
bank,rfc,5,induction,0.3,23456789,2,41.967,166.629,0.941,0.399,0.414,0,0,1,0.941,0.399,0.414,0,1,2,1.058,0.402,0.402
bank,rfc,5,induction,0.3,34567890,3,36.552,211.671,0.945,0.43,0.423,0,0,1,0.945,0.43,0.423,0,1,2,1.008,0.429,0.429
bank,rfc,5,induction,0.3,45678901,4,42.623,179.462,0.943,0.406,0.401,0,0,1,0.943,0.406,0.401,0,1,2,1.339,0.405,0.405
bank,rfc,5,induction,0.3,56789012,5,37.296,213.351,0.944,0.412,0.404,0,0,1,0.944,0.412,0.404,0,1,2,0.992,0.41,0.41
bank,rfc,5,induction,0.4,12345678,1,41.015,180.233,0.847,0.273,0.571,0,0,1,0.87,0.343,0.677,0,2,3,1.158,0.305,0.381
bank,rfc,5,induction,0.4,23456789,2,40.632,167.227,0.941,0.399,0.414,0,0,1,0.941,0.399,0.414,0,1,2,1.071,0.402,0.402
bank,rfc,5,induction,0.4,34567890,3,38.387,211.141,0.945,0.43,0.423,0,0,1,0.945,0.43,0.423,0,1,2,1.194,0.429,0.429
bank,rfc,5,induction,0.4,45678901,4,38.215,175.224,0.943,0.406,0.401,0,0,1,0.943,0.406,0.401,0,1,2,0.994,0.405,0.405
bank,rfc,5,induction,0.4,56789012,5,43.882,213.62,0.944,0.412,0.404,0,0,1,0.944,0.412,0.404,0,1,2,1.368,0.41,0.41
bank,rfc,5,induction,0.5,12345678,1,43.919,161.366,0.847,0.273,0.571,0,0,1,0.87,0.343,0.677,0,2,3,1.341,0.305,0.381
bank,rfc,5,induction,0.5,23456789,2,45.465,167.178,0.849,0.261,0.568,0,0,1,0.866,0.334,0.714,0,2,3,1.044,0.293,0.374
bank,rfc,5,induction,0.5,34567890,3,37.897,215.842,0.945,0.43,0.423,0,0,1,0.87,0.355,0.727,0,2,3,1.385,0.429,0.395
bank,rfc,5,induction,0.5,45678901,4,40.985,183.397,0.85,0.274,0.584,0,0,1,0.869,0.337,0.685,0,2,3,1.358,0.307,0.375
bank,rfc,5,induction,0.5,56789012,5,38.853,214.096,0.944,0.412,0.404,0,0,1,0.869,0.345,0.705,0,2,3,1.333,0.41,0.384
bank,rfc,5,induction,0.6,12345678,1,42.988,189.745,0.94,0.387,0.376,0,0,1,0.87,0.343,0.677,0,3,4,0.982,0.385,0.381
bank,rfc,5,induction,0.6,23456789,2,45.154,165.725,0.941,0.399,0.414,0,0,1,0.866,0.334,0.714,0,2,3,1.323,0.402,0.374
bank,rfc,5,induction,0.6,34567890,3,41.748,213.541,0.945,0.43,0.423,0,0,1,0.87,0.355,0.727,0,2,3,1.378,0.429,0.395
bank,rfc,5,induction,0.6,45678901,4,41.097,212.547,0.943,0.406,0.401,0,0,1,0.869,0.337,0.685,0,3,4,1.378,0.405,0.375
bank,rfc,5,induction,0.6,56789012,5,42.29,245.398,0.944,0.412,0.404,0,0,1,0.869,0.345,0.705,0,3,4,0.981,0.41,0.384
bank,rfc,5,induction,0.7,12345678,1,40.375,199.506,0.94,0.387,0.376,0,0,1,0.787,0.278,0.819,0,2,3,1.02,0.385,0.32
bank,rfc,5,induction,0.7,23456789,2,39.825,197.997,0.941,0.399,0.414,0,0,1,0.866,0.334,0.714,0,3,4,1.053,0.402,0.374
bank,rfc,5,induction,0.7,34567890,3,42.847,284.409,0.945,0.43,0.423,0,0,1,0.87,0.355,0.727,0,3,4,1.36,0.429,0.395
bank,rfc,5,induction,0.7,45678901,4,43.031,221.058,0.943,0.406,0.401,0,0,1,0.786,0.272,0.826,0,2,3,1.036,0.405,0.314
bank,rfc,5,induction,0.7,56789012,5,47.525,295.34,0.944,0.412,0.404,0,0,1,0.869,0.345,0.705,0,3,4,1.353,0.41,0.384
bank,rfc,5,induction,0.8,12345678,1,47.278,258.986,0.94,0.387,0.376,0,0,1,0.787,0.278,0.819,0,3,4,1.346,0.385,0.32
bank,rfc,5,induction,0.8,23456789,2,46.807,240.516,0.941,0.399,0.414,0,0,1,0.781,0.264,0.833,0,2,3,1.382,0.402,0.306
bank,rfc,5,induction,0.8,34567890,3,46.133,328.795,0.945,0.43,0.423,0,0,1,0.67,0.214,0.915,0,4,5,1.092,0.429,0.253
bank,rfc,5,induction,0.8,45678901,4,47.079,259.948,0.943,0.406,0.401,0,0,1,0.786,0.272,0.826,0,3,4,1.353,0.405,0.314
bank,rfc,5,induction,0.8,56789012,5,45.6,331.646,0.944,0.412,0.404,0,0,1,0.672,0.213,0.907,0,4,5,1.343,0.41,0.251
bank,rfc,5,islearn,0.3,12345678,1,1000.691,-1.0,0.905,0.29,0.385,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.975,0.305,-1.0
bank,rfc,5,islearn,0.3,23456789,2,1014.697,-1.0,0.936,0.323,0.321,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.348,0.323,-1.0
bank,rfc,5,islearn,0.3,34567890,3,927.277,-1.0,0.936,0.315,0.3,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.367,0.312,-1.0
bank,rfc,5,islearn,0.3,45678901,4,963.469,-1.0,0.932,0.306,0.31,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.369,0.307,-1.0
bank,rfc,5,islearn,0.3,56789012,5,952.653,-1.0,0.936,0.341,0.336,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.018,0.34,-1.0
bank,rfc,5,islearn,0.4,12345678,1,951.908,-1.0,0.9,0.286,0.401,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.176,0.303,-1.0
bank,rfc,5,islearn,0.4,23456789,2,959.813,-1.0,0.885,0.249,0.404,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.347,0.27,-1.0
bank,rfc,5,islearn,0.4,34567890,3,894.853,-1.0,0.831,0.19,0.405,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.412,0.213,-1.0
bank,rfc,5,islearn,0.4,45678901,4,954.857,-1.0,0.838,0.195,0.405,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.064,0.218,-1.0
bank,rfc,5,islearn,0.4,56789012,5,956.043,-1.0,0.82,0.205,0.473,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.032,0.231,-1.0
bank,rfc,5,islearn,0.5,12345678,1,918.666,-1.0,0.854,0.265,0.523,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.023,0.294,-1.0
bank,rfc,5,islearn,0.5,23456789,2,930.619,-1.0,0.852,0.243,0.506,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.383,0.271,-1.0
bank,rfc,5,islearn,0.5,34567890,3,864.498,-1.0,0.792,0.201,0.533,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.026,0.23,-1.0
bank,rfc,5,islearn,0.5,45678901,4,928.568,-1.0,0.798,0.2,0.522,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.048,0.228,-1.0
bank,rfc,5,islearn,0.5,56789012,5,911.288,-1.0,0.802,0.199,0.504,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.995,0.226,-1.0
bank,rfc,5,islearn,0.6,12345678,1,846.432,-1.0,0.78,0.216,0.603,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.365,0.248,-1.0
bank,rfc,5,islearn,0.6,23456789,2,862.39,-1.0,0.812,0.232,0.602,0,0,1,-1.0,-1.0,-1.0,-1,-1,-1,1.126,0.265,-1.0
bank,rfc,5,islearn,0.6,34567890,3,812.005,-1.0,0.723,0.179,0.613,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.087,0.209,-1.0
bank,rfc,5,islearn,0.6,45678901,4,884.636,-1.0,0.762,0.197,0.603,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.343,0.228,-1.0
bank,rfc,5,islearn,0.6,56789012,5,879.811,-1.0,0.755,0.196,0.611,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.998,0.227,-1.0
bank,rfc,5,islearn,0.7,12345678,1,878.243,-1.0,0.658,0.171,0.7,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.367,0.201,-1.0
bank,rfc,5,islearn,0.7,23456789,2,847.332,-1.0,0.645,0.166,0.739,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.356,0.196,-1.0
bank,rfc,5,islearn,0.7,34567890,3,807.804,-1.0,0.708,0.192,0.703,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.267,0.225,-1.0
bank,rfc,5,islearn,0.7,45678901,4,874.78,-1.0,0.735,0.204,0.701,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.236,0.238,-1.0
bank,rfc,5,islearn,0.7,56789012,5,841.588,-1.0,0.653,0.168,0.709,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.34,0.198,-1.0
bank,rfc,5,islearn,0.8,12345678,1,779.48,-1.0,0.541,0.152,0.816,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.32,0.182,-1.0
bank,rfc,5,islearn,0.8,23456789,2,777.749,-1.0,0.614,0.164,0.803,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.357,0.195,-1.0
bank,rfc,5,islearn,0.8,34567890,3,727.058,-1.0,0.565,0.154,0.801,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.359,0.184,-1.0
bank,rfc,5,islearn,0.8,45678901,4,804.165,-1.0,0.572,0.155,0.811,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.36,0.185,-1.0
bank,rfc,5,islearn,0.8,56789012,5,806.214,-1.0,0.561,0.153,0.807,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.338,0.183,-1.0
bank,rfc,5,tree,0.3,12345678,1,1.334,1.347,0.978,0.468,0.191,1,0,2,0.916,0.392,0.535,2,2,5,1.331,0.363,0.414
bank,rfc,5,tree,0.3,23456789,2,1.13,1.13,0.959,0.444,0.352,1,0,2,0.959,0.444,0.352,1,0,2,0.985,0.422,0.422
bank,rfc,5,tree,0.3,34567890,3,1.275,1.275,0.964,0.468,0.325,1,0,2,0.964,0.468,0.325,1,0,2,1.386,0.43,0.43
bank,rfc,5,tree,0.3,45678901,4,1.369,1.381,0.981,0.495,0.192,1,0,2,0.954,0.451,0.392,2,1,4,1.354,0.376,0.438
bank,rfc,5,tree,0.3,56789012,5,1.186,1.186,0.959,0.442,0.333,1,0,2,0.959,0.442,0.333,1,0,2,1.37,0.415,0.415
bank,rfc,5,tree,0.4,12345678,1,1.276,1.288,0.978,0.468,0.191,1,0,2,0.916,0.392,0.535,2,2,5,1.31,0.363,0.414
bank,rfc,5,tree,0.4,23456789,2,1.19,1.201,0.959,0.444,0.352,1,0,2,0.903,0.384,0.643,2,2,5,1.033,0.422,0.418
bank,rfc,5,tree,0.4,34567890,3,1.227,1.239,0.964,0.468,0.325,1,0,2,0.903,0.391,0.631,2,2,5,1.005,0.43,0.423
bank,rfc,5,tree,0.4,45678901,4,1.212,1.24,0.981,0.495,0.192,1,0,2,0.903,0.391,0.643,3,3,7,1.38,0.376,0.424
bank,rfc,5,tree,0.4,56789012,5,1.371,1.383,0.959,0.442,0.333,1,0,2,0.92,0.418,0.585,2,2,5,1.064,0.415,0.443
bank,rfc,5,tree,0.5,12345678,1,1.239,1.251,0.978,0.468,0.191,1,0,2,0.916,0.392,0.535,2,2,5,1.062,0.363,0.414
bank,rfc,5,tree,0.5,23456789,2,1.222,1.234,0.959,0.444,0.352,1,0,2,0.903,0.384,0.643,2,2,5,1.373,0.422,0.418
bank,rfc,5,tree,0.5,34567890,3,1.21,1.222,0.964,0.468,0.325,1,0,2,0.903,0.391,0.631,2,2,5,1.007,0.43,0.423
bank,rfc,5,tree,0.5,45678901,4,1.175,1.203,0.981,0.495,0.192,1,0,2,0.903,0.391,0.643,3,3,7,1.381,0.376,0.424
bank,rfc,5,tree,0.5,56789012,5,1.164,1.175,0.959,0.442,0.333,1,0,2,0.92,0.418,0.585,2,2,5,1.088,0.415,0.443
bank,rfc,5,tree,0.6,12345678,1,1.182,1.211,0.978,0.468,0.191,1,0,2,0.879,0.373,0.715,3,3,7,1.089,0.363,0.412
bank,rfc,5,tree,0.6,23456789,2,1.308,1.32,0.959,0.444,0.352,1,0,2,0.903,0.384,0.643,2,2,5,1.191,0.422,0.418
bank,rfc,5,tree,0.6,34567890,3,1.154,1.165,0.964,0.468,0.325,1,0,2,0.903,0.391,0.631,2,2,5,1.09,0.43,0.423
bank,rfc,5,tree,0.6,45678901,4,1.261,1.291,0.981,0.495,0.192,1,0,2,0.903,0.391,0.643,3,3,7,1.259,0.376,0.424
bank,rfc,5,tree,0.6,56789012,5,1.207,1.235,0.959,0.442,0.333,1,0,2,0.894,0.385,0.682,3,3,7,1.387,0.415,0.422
bank,rfc,5,tree,0.7,12345678,1,1.143,1.174,0.978,0.468,0.191,1,0,2,0.879,0.373,0.715,3,3,7,1.016,0.363,0.412
bank,rfc,5,tree,0.7,23456789,2,1.122,1.15,0.959,0.444,0.352,1,0,2,0.876,0.361,0.744,3,3,7,1.013,0.422,0.402
bank,rfc,5,tree,0.7,34567890,3,1.22,1.27,0.964,0.468,0.325,1,0,2,0.883,0.383,0.738,4,5,10,1.173,0.43,0.424
bank,rfc,5,tree,0.7,45678901,4,1.141,1.213,0.981,0.495,0.192,1,0,2,0.874,0.354,0.712,5,7,13,1.028,0.376,0.394
bank,rfc,5,tree,0.7,56789012,5,1.204,1.254,0.959,0.442,0.333,1,0,2,0.75,0.262,0.909,4,5,10,1.145,0.415,0.305
bank,rfc,5,tree,0.8,12345678,1,1.19,1.256,0.978,0.468,0.191,1,0,2,0.798,0.302,0.872,5,9,15,1.379,0.363,0.347
bank,rfc,5,tree,0.8,23456789,2,1.145,1.19,0.959,0.444,0.352,1,0,2,0.828,0.317,0.846,4,5,10,1.142,0.422,0.362
bank,rfc,5,tree,0.8,34567890,3,1.192,1.283,0.964,0.468,0.325,1,0,2,0.843,0.344,0.837,6,9,16,1.066,0.43,0.39
bank,rfc,5,tree,0.8,45678901,4,1.261,1.356,0.981,0.495,0.192,1,0,2,0.708,0.238,0.943,6,9,16,1.267,0.376,0.28
bank,rfc,5,tree,0.8,56789012,5,1.135,1.183,0.959,0.442,0.333,1,0,2,0.75,0.262,0.909,4,5,10,1.03,0.415,0.305
bank,rfc,6,bayesian,0.6,12345678,1,238.765,941.453,0.963,0.43,0.277,1,0,2,0.865,0.345,0.707,4,6,11,0.959,0.387,0.384
bank,rfc,6,bayesian,0.6,23456789,2,204.658,647.268,0.91,0.291,0.391,1,0,2,0.867,0.34,0.729,3,4,8,0.966,0.307,0.381
bank,rfc,6,bayesian,0.6,34567890,3,202.284,618.21,0.959,0.457,0.349,1,0,2,0.877,0.35,0.671,3,3,7,0.983,0.43,0.387
bank,rfc,6,bayesian,0.6,45678901,4,250.45,843.504,0.945,0.305,0.247,1,0,2,0.873,0.338,0.668,4,5,10,0.968,0.291,0.375
bank,rfc,6,bayesian,0.6,56789012,5,210.403,622.883,0.972,0.446,0.233,1,0,2,0.9,0.373,0.609,3,2,6,0.97,0.377,0.404
bank,rfc,6,induction,0.6,12345678,1,58.338,299.285,0.94,0.387,0.376,0,0,1,0.87,0.343,0.677,0,3,4,1.353,0.385,0.381
bank,rfc,6,induction,0.6,23456789,2,50.698,205.184,0.941,0.399,0.414,0,0,1,0.866,0.334,0.714,0,2,3,1.344,0.402,0.374
bank,rfc,6,induction,0.6,34567890,3,56.1,291.212,0.945,0.43,0.423,0,0,1,0.87,0.355,0.727,0,2,3,1.284,0.429,0.395
bank,rfc,6,induction,0.6,45678901,4,57.539,305.042,0.943,0.406,0.401,0,0,1,0.869,0.337,0.685,0,3,4,0.992,0.405,0.375
bank,rfc,6,induction,0.6,56789012,5,55.399,323.311,0.944,0.412,0.404,0,0,1,0.869,0.345,0.705,0,3,4,0.997,0.41,0.384
bank,rfc,6,islearn,0.6,12345678,1,1145.401,-1.0,0.78,0.216,0.603,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,0.97,0.248,-1.0
bank,rfc,6,islearn,0.6,23456789,2,1108.791,-1.0,0.812,0.232,0.602,0,0,1,-1.0,-1.0,-1.0,-1,-1,-1,0.987,0.265,-1.0
bank,rfc,6,islearn,0.6,34567890,3,1213.607,-1.0,0.75,0.191,0.6,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.131,0.221,-1.0
bank,rfc,6,islearn,0.6,45678901,4,1175.974,-1.0,0.721,0.184,0.65,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.374,0.215,-1.0
bank,rfc,6,islearn,0.6,56789012,5,1207.814,-1.0,0.766,0.2,0.602,1,0,2,-1.0,-1.0,-1.0,-1,-1,-1,1.351,0.231,-1.0
bank,rfc,6,tree,0.6,12345678,1,1.161,1.191,0.978,0.468,0.191,1,0,2,0.892,0.386,0.672,3,3,7,1.036,0.363,0.422
bank,rfc,6,tree,0.6,23456789,2,1.189,1.201,0.959,0.444,0.352,1,0,2,0.903,0.384,0.643,2,2,5,1.38,0.422,0.418
bank,rfc,6,tree,0.6,34567890,3,1.191,1.202,0.946,0.415,0.391,1,0,2,0.895,0.393,0.691,2,2,5,1.011,0.41,0.43
bank,rfc,6,tree,0.6,45678901,4,1.232,1.262,0.981,0.495,0.192,1,0,2,0.903,0.391,0.643,3,3,7,1.383,0.376,0.424
bank,rfc,6,tree,0.6,56789012,5,1.086,1.116,0.959,0.442,0.333,1,0,2,0.894,0.385,0.682,3,3,7,1.063,0.415,0.422
bugreport,rfc,0,bayesian,0.3,12345678,1,255.456,255.456,0.532,0.234,0.907,1,0,2,0.532,0.234,0.907,1,0,2,-1.0,0.275,0.275
bugreport,rfc,0,bayesian,0.3,23456789,2,195.608,195.608,0.607,0.229,0.757,1,0,2,0.607,0.229,0.757,1,0,2,-1.0,0.266,0.266
bugreport,rfc,0,bayesian,0.3,34567890,3,203.202,203.203,0.691,0.217,0.55,1,0,2,0.691,0.217,0.55,1,0,2,-1.0,0.247,0.247
bugreport,rfc,0,bayesian,0.3,45678901,4,225.379,459.506,0.862,0.221,0.246,0,0,1,0.726,0.196,0.421,1,2,4,-1.0,0.226,0.219
bugreport,rfc,0,bayesian,0.3,56789012,5,228.514,463.995,0.882,0.195,0.188,1,0,2,0.775,0.185,0.335,2,1,4,-1.0,0.194,0.203
bugreport,rfc,0,bayesian,0.4,12345678,1,264.003,264.003,0.532,0.234,0.907,1,0,2,0.532,0.234,0.907,1,0,2,-1.0,0.275,0.275
bugreport,rfc,0,bayesian,0.4,23456789,2,191.482,191.482,0.607,0.229,0.757,1,0,2,0.607,0.229,0.757,1,0,2,-1.0,0.266,0.266
bugreport,rfc,0,bayesian,0.4,34567890,3,206.089,206.089,0.691,0.217,0.55,1,0,2,0.691,0.217,0.55,1,0,2,-1.0,0.247,0.247
bugreport,rfc,0,bayesian,0.4,45678901,4,221.024,453.615,0.862,0.221,0.246,0,0,1,0.726,0.196,0.421,1,2,4,-1.0,0.226,0.219
bugreport,rfc,0,bayesian,0.4,56789012,5,223.253,663.836,0.882,0.195,0.188,1,0,2,0.698,0.181,0.44,3,3,7,-1.0,0.194,0.205
bugreport,rfc,0,bayesian,0.5,12345678,1,264.991,264.992,0.532,0.234,0.907,1,0,2,0.532,0.234,0.907,1,0,2,-1.0,0.275,0.275
bugreport,rfc,0,bayesian,0.5,23456789,2,191.612,191.612,0.607,0.229,0.757,1,0,2,0.607,0.229,0.757,1,0,2,-1.0,0.266,0.266
bugreport,rfc,0,bayesian,0.5,34567890,3,201.276,201.276,0.691,0.217,0.55,1,0,2,0.691,0.217,0.55,1,0,2,-1.0,0.247,0.247
bugreport,rfc,0,bayesian,0.5,45678901,4,225.081,640.688,0.862,0.221,0.246,0,0,1,0.594,0.182,0.57,2,4,7,-1.0,0.226,0.211
